,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:18:00,0.21052631578947367,3.210526315789474,0.21052631578947367,-1.105263157894737,0.631578947368421,-0.7368421052631579,0.05263157894736842,0.7368421052631579,1.736842105263158,-1.2105263157894737,0.5789473684210527,-0.10526315789473684
2020-09-23 14:19:00,0.15,3.15,0.1,-1.0,0.75,-0.95,-0.1,0.95,1.85,-1.4,0.7,-0.15
2020-09-23 14:20:00,0.09523809523809523,3.142857142857143,-0.047619047619047616,-0.8571428571428571,0.8095238095238095,-1.1428571428571428,-0.2857142857142857,1.1904761904761905,2.0,-1.5714285714285714,0.8571428571428571,-0.23809523809523808
2020-09-23 14:21:00,0.0,3.090909090909091,-0.18181818181818182,-0.7727272727272727,0.8636363636363636,-1.2727272727272727,-0.45454545454545453,1.4090909090909092,2.1818181818181817,-1.7272727272727273,1.0,-0.3181818181818182
2020-09-23 14:22:00,-0.13043478260869565,3.0434782608695654,-0.30434782608695654,-0.7391304347826086,0.9565217391304348,-1.434782608695652,-0.6521739130434783,1.565217391304348,2.391304347826087,-1.9130434782608696,1.1304347826086956,-0.34782608695652173
2020-09-23 14:23:00,-0.2916666666666667,3.0,-0.4583333333333333,-0.7083333333333334,1.0416666666666667,-1.5833333333333333,-0.8333333333333334,1.7083333333333333,2.625,-2.0833333333333335,1.25,-0.4166666666666667
2020-09-23 14:24:00,-0.44,2.96,-0.56,-0.72,1.12,-1.68,-1.0,1.84,2.8,-2.28,1.4,-0.48
2020-09-23 14:25:00,-0.6153846153846154,2.9615384615384617,-0.6538461538461539,-0.6923076923076923,1.1923076923076923,-1.7307692307692308,-1.1538461538461537,1.9230769230769231,3.0,-2.4615384615384617,1.5384615384615385,-0.5384615384615384
2020-09-23 14:26:00,-0.7407407407407407,2.962962962962963,-0.7777777777777778,-0.6666666666666666,1.2962962962962963,-1.7777777777777777,-1.3333333333333333,1.962962962962963,3.185185185185185,-2.6666666666666665,1.6666666666666667,-0.5925925925925926
2020-09-23 14:27:00,-0.8928571428571429,2.9642857142857144,-0.9285714285714286,-0.6071428571428571,1.3571428571428572,-1.8571428571428572,-1.5357142857142858,2.0,3.357142857142857,-2.857142857142857,1.8214285714285714,-0.6428571428571429
2020-09-23 14:28:00,-1.0689655172413792,2.9655172413793105,-1.0689655172413792,-0.5172413793103449,1.4137931034482758,-1.9655172413793103,-1.7241379310344827,2.0689655172413794,3.4827586206896552,-3.0344827586206895,1.9655172413793103,-0.6551724137931034
2020-09-23 14:29:00,-1.2666666666666666,2.933333333333333,-1.2,-0.4666666666666667,1.4333333333333333,-2.1,-1.9,2.1,3.6333333333333333,-3.2,2.1333333333333333,-0.6333333333333333
2020-09-23 14:30:00,-1.4838709677419355,2.870967741935484,-1.3225806451612903,-0.45161290322580644,1.4516129032258065,-2.193548387096774,-2.032258064516129,2.129032258064516,3.774193548387097,-3.3225806451612905,2.3225806451612905,-0.6451612903225806
2020-09-23 14:31:00,-1.71875,2.8125,-1.46875,-0.40625,1.4375,-2.3125,-2.1875,2.15625,3.875,-3.40625,2.46875,-0.6875
2020-09-23 14:32:00,-1.9696969696969697,2.727272727272727,-1.6363636363636365,-0.3939393939393939,1.4545454545454546,-2.393939393939394,-2.303030303030303,2.1515151515151514,4.0,-3.484848484848485,2.6363636363636362,-0.696969696969697
2020-09-23 14:33:00,-2.176470588235294,2.676470588235294,-1.7941176470588236,-0.35294117647058826,1.4411764705882353,-2.5,-2.3823529411764706,2.176470588235294,4.117647058823529,-3.5588235294117645,2.764705882352941,-0.7058823529411765
2020-09-23 14:34:00,-2.342857142857143,2.6,-1.9428571428571428,-0.2857142857142857,1.4285714285714286,-2.6,-2.4857142857142858,2.2,4.257142857142857,-3.6,2.914285714285714,-0.7142857142857143
2020-09-23 14:35:00,-2.4722222222222223,2.5,-2.0555555555555554,-0.19444444444444445,1.4166666666666667,-2.7222222222222223,-2.5833333333333335,2.25,4.416666666666667,-3.611111111111111,3.0277777777777777,-0.7222222222222222
2020-09-23 14:36:00,-2.5945945945945947,2.3783783783783785,-2.189189189189189,-0.13513513513513514,1.4324324324324325,-2.8378378378378377,-2.675675675675676,2.27027027027027,4.594594594594595,-3.6216216216216215,3.135135135135135,-0.7567567567567568
2020-09-23 14:37:00,-2.710526315789474,2.236842105263158,-2.3157894736842106,-0.05263157894736842,1.4210526315789473,-2.9473684210526314,-2.789473684210526,2.263157894736842,4.7368421052631575,-3.6578947368421053,3.263157894736842,-0.8157894736842105
2020-09-23 14:38:00,-2.8461538461538463,2.128205128205128,-2.4358974358974357,0.02564102564102564,1.4102564102564104,-3.051282051282051,-2.923076923076923,2.2564102564102564,4.897435897435898,-3.6666666666666665,3.3846153846153846,-0.8717948717948718
2020-09-23 14:39:00,-2.975,2.025,-2.525,0.125,1.4,-3.15,-3.05,2.225,5.075,-3.7,3.475,-0.9
2020-09-23 14:40:00,-3.097560975609756,1.9268292682926829,-2.6341463414634148,0.24390243902439024,1.3658536585365855,-3.268292682926829,-3.1951219512195124,2.1951219512195124,5.2682926829268295,-3.7560975609756095,3.5853658536585367,-0.9024390243902439
2020-09-23 14:41:00,-3.1904761904761907,1.8333333333333333,-2.7142857142857144,0.3333333333333333,1.3095238095238095,-3.357142857142857,-3.3095238095238093,2.1666666666666665,5.4523809523809526,-3.8333333333333335,3.7142857142857144,-0.9047619047619048
2020-09-23 14:42:00,-3.302325581395349,1.7209302325581395,-2.7674418604651163,0.4186046511627907,1.2790697674418605,-3.4186046511627906,-3.441860465116279,2.1627906976744184,5.627906976744186,-3.9302325581395348,3.8372093023255816,-0.9069767441860465
2020-09-23 14:43:00,-3.409090909090909,1.5909090909090908,-2.7954545454545454,0.5227272727272727,1.2727272727272727,-3.5,-3.5454545454545454,2.1818181818181817,5.818181818181818,-4.045454545454546,3.9545454545454546,-0.8863636363636364
2020-09-23 14:44:00,-3.533333333333333,1.4666666666666666,-2.8444444444444446,0.6,1.2666666666666666,-3.6,-3.6222222222222222,2.1777777777777776,6.022222222222222,-4.133333333333334,4.066666666666666,-0.8888888888888888
2020-09-23 14:45:00,-3.7111111111111112,1.3555555555555556,-2.977777777777778,0.7333333333333333,1.2444444444444445,-3.8222222222222224,-3.8,2.1777777777777776,6.333333333333333,-4.311111111111111,4.266666666666667,-0.9111111111111111
2020-09-23 14:46:00,-3.933333333333333,1.2222222222222223,-3.111111111111111,0.8888888888888888,1.2222222222222223,-4.022222222222222,-4.0,2.2,6.644444444444445,-4.511111111111111,4.511111111111111,-0.9777777777777777
2020-09-23 14:47:00,-4.111111111111111,1.0444444444444445,-3.2444444444444445,1.0666666666666667,1.2444444444444445,-4.222222222222222,-4.2,2.2666666666666666,6.977777777777778,-4.688888888888889,4.733333333333333,-1.0222222222222221
2020-09-23 14:48:00,-4.311111111111111,0.8666666666666667,-3.4,1.2222222222222223,1.2666666666666666,-4.377777777777778,-4.377777777777778,2.3333333333333335,7.311111111111111,-4.911111111111111,4.933333333333334,-1.0444444444444445
2020-09-23 14:49:00,-4.533333333333333,0.6666666666666666,-3.6,1.3777777777777778,1.288888888888889,-4.533333333333333,-4.5777777777777775,2.422222222222222,7.622222222222222,-5.111111111111111,5.155555555555556,-1.0666666666666667
2020-09-23 14:50:00,-4.777777777777778,0.4444444444444444,-3.8,1.5333333333333334,1.3555555555555556,-4.666666666666667,-4.777777777777778,2.511111111111111,7.911111111111111,-5.311111111111111,5.4222222222222225,-1.1111111111111112
2020-09-23 14:51:00,-5.066666666666666,0.2,-4.022222222222222,1.6888888888888889,1.4222222222222223,-4.844444444444444,-5.022222222222222,2.577777777777778,8.2,-5.488888888888889,5.688888888888889,-1.2
2020-09-23 14:52:00,-5.377777777777778,-0.06666666666666667,-4.2444444444444445,1.8444444444444446,1.488888888888889,-5.022222222222222,-5.2444444444444445,2.6222222222222222,8.466666666666667,-5.688888888888889,5.933333333333334,-1.3111111111111111
2020-09-23 14:53:00,-5.644444444444445,-0.3111111111111111,-4.4222222222222225,1.9555555555555555,1.5555555555555556,-5.155555555555556,-5.4222222222222225,2.6444444444444444,8.733333333333333,-5.933333333333334,6.177777777777778,-1.3777777777777778
2020-09-23 14:54:00,-5.866666666666666,-0.6,-4.6,2.0444444444444443,1.6666666666666667,-5.266666666666667,-5.622222222222222,2.6444444444444444,8.955555555555556,-6.2,6.4,-1.4
2020-09-23 14:55:00,-6.111111111111111,-0.8888888888888888,-4.777777777777778,2.088888888888889,1.7555555555555555,-5.333333333333333,-5.844444444444444,2.6222222222222222,9.155555555555555,-6.488888888888889,6.6,-1.4222222222222223
2020-09-23 14:56:00,-6.377777777777778,-1.1333333333333333,-4.955555555555556,2.1333333333333333,1.8222222222222222,-5.4,-6.088888888888889,2.5555555555555554,9.355555555555556,-6.777777777777778,6.7555555555555555,-1.4666666666666666
2020-09-23 14:57:00,-6.644444444444445,-1.4,-5.088888888888889,2.1555555555555554,1.8666666666666667,-5.466666666666667,-6.333333333333333,2.488888888888889,9.511111111111111,-7.088888888888889,6.911111111111111,-1.511111111111111
2020-09-23 14:58:00,-6.933333333333334,-1.6666666666666667,-5.177777777777778,2.1777777777777776,1.8666666666666667,-5.555555555555555,-6.533333333333333,2.4444444444444446,9.644444444444444,-7.4,7.044444444444444,-1.511111111111111
2020-09-23 14:59:00,-7.2,-1.9111111111111112,-5.288888888888889,2.1777777777777776,1.8888888888888888,-5.644444444444445,-6.688888888888889,2.4444444444444446,9.822222222222223,-7.711111111111111,7.2,-1.488888888888889
2020-09-23 15:00:00,-7.488888888888889,-2.1555555555555554,-5.4,2.2,1.9111111111111112,-5.7555555555555555,-6.844444444444444,2.422222222222222,9.977777777777778,-8.022222222222222,7.4,-1.488888888888889
2020-09-23 15:01:00,-7.733333333333333,-2.3555555555555556,-5.511111111111111,2.2444444444444445,1.9333333333333333,-5.822222222222222,-7.022222222222222,2.3555555555555556,10.11111111111111,-8.28888888888889,7.622222222222222,-1.488888888888889
2020-09-23 15:02:00,-7.977777777777778,-2.5555555555555554,-5.622222222222222,2.2666666666666666,1.9111111111111112,-5.866666666666666,-7.2,2.2666666666666666,10.266666666666667,-8.511111111111111,7.822222222222222,-1.488888888888889
2020-09-23 15:03:00,-8.222222222222221,-2.7333333333333334,-5.711111111111111,2.311111111111111,1.9111111111111112,-5.866666666666666,-7.4,2.1777777777777776,10.4,-8.71111111111111,8.044444444444444,-1.4666666666666666
2020-09-23 15:04:00,-8.511111111111111,-2.888888888888889,-5.7555555555555555,2.3555555555555556,1.9333333333333333,-5.888888888888889,-7.6,2.088888888888889,10.533333333333333,-8.933333333333334,8.266666666666667,-1.4444444444444444
2020-09-23 15:05:00,-8.8,-3.0444444444444443,-5.7555555555555555,2.3555555555555556,1.9555555555555555,-5.911111111111111,-7.8,1.9777777777777779,10.666666666666666,-9.133333333333333,8.488888888888889,-1.4
2020-09-23 15:06:00,-9.044444444444444,-3.2,-5.733333333333333,2.3555555555555556,1.9777777777777779,-5.977777777777778,-8.022222222222222,1.8666666666666667,10.755555555555556,-9.333333333333334,8.688888888888888,-1.3777777777777778
2020-09-23 15:07:00,-9.28888888888889,-3.3333333333333335,-5.711111111111111,2.4,2.0,-6.044444444444444,-8.222222222222221,1.7555555555555555,10.822222222222223,-9.488888888888889,8.866666666666667,-1.3555555555555556
2020-09-23 15:08:00,-9.488888888888889,-3.4444444444444446,-5.688888888888889,2.466666666666667,2.022222222222222,-6.133333333333334,-8.4,1.6666666666666667,10.844444444444445,-9.644444444444444,9.066666666666666,-1.288888888888889
2020-09-23 15:09:00,-9.71111111111111,-3.5555555555555554,-5.666666666666667,2.533333333333333,2.066666666666667,-6.266666666666667,-8.6,1.6,10.866666666666667,-9.8,9.222222222222221,-1.2
2020-09-23 15:10:00,-9.933333333333334,-3.7111111111111112,-5.644444444444445,2.6,2.088888888888889,-6.4222222222222225,-8.777777777777779,1.5777777777777777,10.866666666666667,-9.977777777777778,9.355555555555556,-1.1333333333333333
2020-09-23 15:11:00,-10.177777777777777,-3.8444444444444446,-5.6,2.688888888888889,2.088888888888889,-6.5777777777777775,-8.911111111111111,1.5555555555555556,10.844444444444445,-10.11111111111111,9.466666666666667,-1.0666666666666667
2020-09-23 15:12:00,-10.422222222222222,-4.0,-5.555555555555555,2.7555555555555555,2.088888888888889,-6.733333333333333,-9.022222222222222,1.511111111111111,10.8,-10.266666666666667,9.577777777777778,-1.0222222222222221
2020-09-23 15:13:00,-10.644444444444444,-4.155555555555556,-5.511111111111111,2.7777777777777777,2.066666666666667,-6.866666666666666,-9.133333333333333,1.4222222222222223,10.777777777777779,-10.422222222222222,9.688888888888888,-1.0
2020-09-23 15:14:00,-10.844444444444445,-4.288888888888889,-5.444444444444445,2.8,2.088888888888889,-6.955555555555556,-9.222222222222221,1.3555555555555556,10.71111111111111,-10.555555555555555,9.777777777777779,-0.9777777777777777
2020-09-23 15:15:00,-11.044444444444444,-4.377777777777778,-5.4,2.8666666666666667,2.088888888888889,-7.044444444444444,-9.333333333333334,1.288888888888889,10.666666666666666,-10.71111111111111,9.822222222222223,-0.9555555555555556
2020-09-23 15:16:00,-11.2,-4.444444444444445,-5.333333333333333,2.888888888888889,2.1333333333333333,-7.088888888888889,-9.4,1.2222222222222223,10.666666666666666,-10.88888888888889,9.88888888888889,-0.9333333333333333
2020-09-23 15:17:00,-11.311111111111112,-4.511111111111111,-5.222222222222222,2.911111111111111,2.1555555555555554,-7.177777777777778,-9.466666666666667,1.1555555555555554,10.622222222222222,-11.088888888888889,9.933333333333334,-0.9555555555555556
2020-09-23 15:18:00,-11.444444444444445,-4.6,-5.111111111111111,2.888888888888889,2.2222222222222223,-7.266666666666667,-9.533333333333333,1.0888888888888888,10.555555555555555,-11.311111111111112,10.0,-0.9777777777777777
2020-09-23 15:19:00,-11.6,-4.644444444444445,-4.977777777777778,2.8222222222222224,2.2888888888888888,-7.355555555555555,-9.555555555555555,1.0,10.488888888888889,-11.533333333333333,10.022222222222222,-1.0222222222222221
2020-09-23 15:20:00,-11.8,-4.666666666666667,-4.888888888888889,2.7333333333333334,2.3777777777777778,-7.4,-9.555555555555555,0.8888888888888888,10.4,-11.777777777777779,10.088888888888889,-1.0888888888888888
2020-09-23 15:21:00,-12.0,-4.666666666666667,-4.777777777777778,2.6444444444444444,2.466666666666667,-7.4222222222222225,-9.555555555555555,0.7777777777777778,10.266666666666667,-12.044444444444444,10.133333333333333,-1.1333333333333333
2020-09-23 15:22:00,-12.222222222222221,-4.622222222222222,-4.666666666666667,2.533333333333333,2.6,-7.466666666666667,-9.511111111111111,0.6888888888888889,10.155555555555555,-12.311111111111112,10.155555555555555,-1.1555555555555554
2020-09-23 15:23:00,-12.444444444444445,-4.5777777777777775,-4.555555555555555,2.4444444444444446,2.7555555555555555,-7.511111111111111,-9.422222222222222,0.5777777777777777,10.022222222222222,-12.6,10.155555555555555,-1.1777777777777778
2020-09-23 15:24:00,-12.666666666666666,-4.511111111111111,-4.444444444444445,2.3333333333333335,2.888888888888889,-7.5777777777777775,-9.355555555555556,0.5111111111111111,9.844444444444445,-12.866666666666667,10.2,-1.2444444444444445
2020-09-23 15:25:00,-12.88888888888889,-4.466666666666667,-4.333333333333333,2.2222222222222223,3.066666666666667,-7.6,-9.28888888888889,0.4222222222222222,9.666666666666666,-13.11111111111111,10.222222222222221,-1.3333333333333333
2020-09-23 15:26:00,-13.155555555555555,-4.4,-4.266666666666667,2.1555555555555554,3.2888888888888888,-7.644444444444445,-9.266666666666667,0.3111111111111111,9.511111111111111,-13.355555555555556,10.244444444444444,-1.4222222222222223
2020-09-23 15:27:00,-13.4,-4.333333333333333,-4.2,2.066666666666667,3.488888888888889,-7.711111111111111,-9.222222222222221,0.2,9.377777777777778,-13.577777777777778,10.266666666666667,-1.5333333333333334
2020-09-23 15:28:00,-13.644444444444444,-4.2444444444444445,-4.177777777777778,1.9555555555555555,3.6444444444444444,-7.733333333333333,-9.222222222222221,0.06666666666666667,9.222222222222221,-13.8,10.311111111111112,-1.6444444444444444
2020-09-23 15:29:00,-13.866666666666667,-4.133333333333334,-4.111111111111111,1.8888888888888888,3.7777777777777777,-7.733333333333333,-9.244444444444444,-0.06666666666666667,9.066666666666666,-14.044444444444444,10.333333333333334,-1.7555555555555555
2020-09-23 15:30:00,-14.133333333333333,-4.022222222222222,-4.044444444444444,1.7777777777777777,3.933333333333333,-7.733333333333333,-9.222222222222221,-0.2,8.933333333333334,-14.28888888888889,10.355555555555556,-1.9111111111111112
2020-09-23 15:31:00,-14.355555555555556,-3.8666666666666667,-3.933333333333333,1.6888888888888889,4.088888888888889,-7.7555555555555555,-9.177777777777777,-0.3333333333333333,8.822222222222223,-14.511111111111111,10.355555555555556,-2.0444444444444443
2020-09-23 15:32:00,-14.6,-3.7111111111111112,-3.8,1.5777777777777777,4.2444444444444445,-7.822222222222222,-9.088888888888889,-0.5111111111111111,8.666666666666666,-14.755555555555556,10.377777777777778,-2.2
2020-09-23 15:33:00,-14.866666666666667,-3.5555555555555554,-3.688888888888889,1.488888888888889,4.444444444444445,-7.911111111111111,-9.044444444444444,-0.7111111111111111,8.533333333333333,-14.955555555555556,10.422222222222222,-2.4
2020-09-23 15:34:00,-15.088888888888889,-3.4,-3.533333333333333,1.4222222222222223,4.644444444444445,-7.977777777777778,-9.0,-0.9111111111111111,8.377777777777778,-15.2,10.444444444444445,-2.6
2020-09-23 15:35:00,-15.266666666666667,-3.2222222222222223,-3.4,1.3777777777777778,4.844444444444444,-8.066666666666666,-8.911111111111111,-1.0888888888888888,8.222222222222221,-15.422222222222222,10.422222222222222,-2.8222222222222224
2020-09-23 15:36:00,-15.444444444444445,-3.022222222222222,-3.2666666666666666,1.3111111111111111,5.0,-8.155555555555555,-8.8,-1.2444444444444445,8.088888888888889,-15.688888888888888,10.377777777777778,-3.022222222222222
2020-09-23 15:37:00,-15.6,-2.8,-3.1333333333333333,1.2444444444444445,5.177777777777778,-8.222222222222221,-8.733333333333333,-1.4,7.955555555555556,-15.911111111111111,10.355555555555556,-3.1777777777777776
2020-09-23 15:38:00,-15.755555555555556,-2.577777777777778,-3.0444444444444443,1.2222222222222223,5.355555555555555,-8.311111111111112,-8.71111111111111,-1.5555555555555556,7.866666666666666,-16.08888888888889,10.355555555555556,-3.3333333333333335
2020-09-23 15:39:00,-15.911111111111111,-2.311111111111111,-3.0,1.2,5.511111111111111,-8.422222222222222,-8.71111111111111,-1.7333333333333334,7.777777777777778,-16.266666666666666,10.355555555555556,-3.488888888888889
2020-09-23 15:40:00,-16.044444444444444,-2.066666666666667,-2.933333333333333,1.2,5.711111111111111,-8.577777777777778,-8.733333333333333,-1.8888888888888888,7.711111111111111,-16.444444444444443,10.377777777777778,-3.6222222222222222
2020-09-23 15:41:00,-16.177777777777777,-1.8666666666666667,-2.8444444444444446,1.2222222222222223,5.933333333333334,-8.71111111111111,-8.733333333333333,-2.022222222222222,7.644444444444445,-16.6,10.422222222222222,-3.7555555555555555
2020-09-23 15:42:00,-16.31111111111111,-1.6222222222222222,-2.8,1.2222222222222223,6.133333333333334,-8.844444444444445,-8.688888888888888,-2.111111111111111,7.6,-16.711111111111112,10.466666666666667,-3.8666666666666667
2020-09-23 15:43:00,-16.444444444444443,-1.3777777777777778,-2.7777777777777777,1.2222222222222223,6.377777777777778,-9.0,-8.644444444444444,-2.2444444444444445,7.555555555555555,-16.77777777777778,10.533333333333333,-3.977777777777778
2020-09-23 15:44:00,-16.6,-1.1555555555555554,-2.7333333333333334,1.2222222222222223,6.6,-9.177777777777777,-8.6,-2.3777777777777778,7.466666666666667,-16.822222222222223,10.622222222222222,-4.133333333333334
2020-09-23 15:45:00,-16.733333333333334,-0.9111111111111111,-2.7111111111111112,1.2444444444444445,6.822222222222222,-9.333333333333334,-8.533333333333333,-2.488888888888889,7.4222222222222225,-16.822222222222223,10.688888888888888,-4.288888888888889
2020-09-23 15:46:00,-16.866666666666667,-0.6666666666666666,-2.7111111111111112,1.2444444444444445,7.066666666666666,-9.533333333333333,-8.444444444444445,-2.6,7.355555555555555,-16.866666666666667,10.733333333333333,-4.466666666666667
2020-09-23 15:47:00,-17.022222222222222,-0.4666666666666667,-2.6666666666666665,1.2666666666666666,7.355555555555555,-9.71111111111111,-8.333333333333334,-2.7333333333333334,7.288888888888889,-16.933333333333334,10.777777777777779,-4.622222222222222
2020-09-23 15:48:00,-17.155555555555555,-0.26666666666666666,-2.6222222222222222,1.3111111111111111,7.644444444444445,-9.911111111111111,-8.2,-2.911111111111111,7.222222222222222,-17.022222222222222,10.822222222222223,-4.777777777777778
2020-09-23 15:49:00,-17.288888888888888,-0.06666666666666667,-2.6222222222222222,1.3333333333333333,7.933333333333334,-10.11111111111111,-8.044444444444444,-3.1333333333333333,7.133333333333334,-17.11111111111111,10.866666666666667,-4.977777777777778
2020-09-23 15:50:00,-17.42222222222222,0.1111111111111111,-2.6444444444444444,1.3555555555555556,8.266666666666667,-10.333333333333334,-7.866666666666666,-3.3333333333333335,7.044444444444444,-17.2,10.911111111111111,-5.2
2020-09-23 15:51:00,-17.555555555555557,0.3333333333333333,-2.688888888888889,1.4,8.577777777777778,-10.533333333333333,-7.688888888888889,-3.533333333333333,7.0,-17.31111111111111,10.955555555555556,-5.377777777777778
2020-09-23 15:52:00,-17.666666666666668,0.5111111111111111,-2.7333333333333334,1.4444444444444444,8.88888888888889,-10.688888888888888,-7.533333333333333,-3.688888888888889,6.955555555555556,-17.42222222222222,11.022222222222222,-5.6
2020-09-23 15:53:00,-17.77777777777778,0.6444444444444445,-2.7777777777777777,1.4666666666666666,9.2,-10.822222222222223,-7.4,-3.888888888888889,6.933333333333334,-17.533333333333335,11.044444444444444,-5.844444444444444
2020-09-23 15:54:00,-17.866666666666667,0.7777777777777778,-2.8666666666666667,1.5333333333333334,9.511111111111111,-10.955555555555556,-7.2444444444444445,-4.133333333333334,6.933333333333334,-17.6,11.11111111111111,-6.111111111111111
2020-09-23 15:55:00,-17.91111111111111,0.9555555555555556,-2.977777777777778,1.5777777777777777,9.844444444444445,-11.088888888888889,-7.111111111111111,-4.4222222222222225,6.955555555555556,-17.622222222222224,11.177777777777777,-6.355555555555555
2020-09-23 15:56:00,-17.977777777777778,1.0888888888888888,-3.066666666666667,1.5777777777777777,10.177777777777777,-11.222222222222221,-7.0,-4.711111111111111,7.022222222222222,-17.644444444444446,11.244444444444444,-6.6
2020-09-23 15:57:00,-18.044444444444444,1.2444444444444445,-3.1555555555555554,1.5777777777777777,10.533333333333333,-11.333333333333334,-6.866666666666666,-5.0,7.133333333333334,-17.666666666666668,11.28888888888889,-6.8
2020-09-23 15:58:00,-18.11111111111111,1.3777777777777778,-3.2666666666666666,1.6,10.933333333333334,-11.444444444444445,-6.7555555555555555,-5.288888888888889,7.2444444444444445,-17.68888888888889,11.311111111111112,-7.022222222222222
2020-09-23 15:59:00,-18.177777777777777,1.511111111111111,-3.4,1.6222222222222222,11.311111111111112,-11.6,-6.666666666666667,-5.5777777777777775,7.355555555555555,-17.733333333333334,11.355555555555556,-7.288888888888889
2020-09-23 16:00:00,-18.2,1.6444444444444444,-3.533333333333333,1.6222222222222222,11.688888888888888,-11.755555555555556,-6.555555555555555,-5.844444444444444,7.4222222222222225,-17.755555555555556,11.444444444444445,-7.511111111111111
2020-09-23 16:01:00,-18.244444444444444,1.7777777777777777,-3.688888888888889,1.6666666666666667,12.044444444444444,-11.933333333333334,-6.444444444444445,-6.133333333333334,7.466666666666667,-17.8,11.511111111111111,-7.733333333333333
2020-09-23 16:02:00,-18.288888888888888,1.9333333333333333,-3.8444444444444446,1.7555555555555555,12.422222222222222,-12.088888888888889,-6.377777777777778,-6.377777777777778,7.555555555555555,-17.8,11.555555555555555,-7.933333333333334
2020-09-23 16:03:00,-18.31111111111111,2.088888888888889,-4.022222222222222,1.8888888888888888,12.777777777777779,-12.2,-6.333333333333333,-6.622222222222222,7.688888888888889,-17.755555555555556,11.6,-8.133333333333333
2020-09-23 16:04:00,-18.31111111111111,2.2444444444444445,-4.2,2.022222222222222,13.11111111111111,-12.311111111111112,-6.333333333333333,-6.866666666666666,7.822222222222222,-17.711111111111112,11.644444444444444,-8.333333333333334
